id_an,nom,prenom,sexe,num_dep,num_circo,groupe,email1,email2,email3,adresse_tel,sites_web,twitter,url_an,url_nosdeputes
719496,Cabaré,Pierre,H,31,1,LREM,pierre.cabare@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.pierrecabare.com|https://twitter.com/DeputeCabareP,DeputeCabareP,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719496,https://www.nosdeputes.fr/pierre-cabare
608826,Duby-Muller,Virginie,F,74,4,LR,virginie.duby-muller@assemblee-nationale.fr,depute@virginiedubymuller.fr,,Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP|7 Place de la Libération BP 59 74100 Annemasse Téléphone : 04 50 80 35 02,https://twitter.com/DubyMuller|http://www.virginiedubymuller.fr|https://fr-fr.facebook.com/vir.muller/,DubyMuller,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608826,https://www.nosdeputes.fr/virginie-duby-muller
608011,Pueyo,Joaquim,H,61,1,SOC,joaquim.pueyo@assemblee-nationale.fr,,,Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP|61 Rue de Balzac 61000 Alençon Téléphone : 02 33 26 44 23,http://joaquimpueyo.com/FR|http://www.joaquimpueyo.com|https://twitter.com/Joaquim_PUEYO,Joaquim_PUEYO,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608011,https://www.nosdeputes.fr/joaquim-pueyo
606639,Vignal,Patrick,H,34,9,LREM,patrick.vignal@assemblee-nationale.fr,vignalpatrick@gmail.com,,Mairie 1 Place Georges Frèches 34265 Montpellier cedex 2|Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP Téléphone : 01.40.63.76.58|Permanence parlementaire 129 Rue Andy Warhol Résidence des Arts 34000 Montpellier,http://www.patrickvignal.fr|https://twitter.com/PatrickVignal,PatrickVignal,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606639,https://www.nosdeputes.fr/patrick-vignal
605084,Krabal,Jacques,H,02,5,LREM,jacques.krabal@ville-chateau-thierry.fr,jacques.krabal@assemblee-nationale.fr,,Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP|Permanence parlementaire 37 Rue des Blanchards 02400 Brasles Téléphone : 03 23 69 00 75,https://twitter.com/JKrabal|http://www.jacqueskrabal.com,JKrabal,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605084,https://www.nosdeputes.fr/jacques-krabal
267260,Poletti,Bérengère,F,08,1,LR,berengerepoletti08@wanadoo.fr,berengere.poletti@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 21 Avenue du Maréchal Leclerc 08000 Charleville-Mézières Téléphone : 03 24 32 49 81",https://twitter.com/poletti_b|http://www.berengere-poletti.fr,poletti_b,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267260,https://www.nosdeputes.fr/berengere-poletti
721908,Braun-Pivet,Yaël,F,78,5,LREM,yael.braun-pivet@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.65.81",https://twitter.com/YaelBRAUNPIVET|https://fr-fr.facebook.com/yaelBraunPivet/|http://www.yael2017.fr|https://yaelbraunpivet.fr,YaelBRAUNPIVET,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721908,https://www.nosdeputes.fr/yael-braun-pivet
720334,Pahun,Jimmy,H,56,2,MODEM,jimmy.pahun@assemblee-nationale.fr,jimmy.pahun@orange.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 25 Rue du Port 56570 Locmiquélic Téléphone : 06 43 31 45 51 Téléphone : 02 97 14 01 06",https://fr-fr.facebook.com/jimmypahun/|http://jimmypahun.fr,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720334,https://www.nosdeputes.fr/jimmy-pahun
642935,Becht,Olivier,H,68,5,UAI,olivier.becht@assemblee-nationale.fr,cab.olivierbecht@gmail.com,,"Permanence 28 Rue Zuber 68170 Rixheim Téléphone : 06 37 42 69 81|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.becht-groff2017.fr,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642935,https://www.nosdeputes.fr/olivier-becht
702052,Sage,Maina,F,987,1,UAI,maina.sage@assemblee-nationale.fr,,,"Permanence parlementaire 101 Rue de l'Université 75007 Paris Téléphone : 01 40 63 71 48|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/MainaSage|https://fr-fr.facebook.com/MainaSageDeputee/|http://www.msage-an.fr,MainaSage,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA702052,https://www.nosdeputes.fr/maina-sage
719364,O'Petit,Claire,F,27,5,LREM,claire.opetit@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.claireopetit.fr,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719364,https://www.nosdeputes.fr/claire-o-petit
719740,Colas-Roy,Jean-Charles,H,38,2,LREM,jean-charles.colas-roy@assemblee-nationale.fr,,,"Permanence parlementaire 17 Rue du Maquis de l'Oisans 38130 Échirolles Téléphone : 04 76 09 09 74|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/JCColasRoy/|https://twitter.com/JCColasRoy,JCColasRoy,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719740,https://www.nosdeputes.fr/jean-charles-colas-roy
719822,Thillaye,Sabine,F,37,5,NI,sabine.thillaye@assemblee-nationale.fr,,,"Permanence parlementaire 175 Bis Boulevard Charles de Gaulle 37540 Saint-Cyr-sur-Loire|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/SabineThillaye|https://fr-fr.facebook.com/SabineThillaye/|http://sabinethillaye.fr|http://www.sabinethillaye2017.fr,SabineThillaye,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719822,https://www.nosdeputes.fr/sabine-thillaye
267241,Demilly,Stéphane,H,80,5,UAI,depute.demilly@wanadoo.fr,stephane.demilly@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire, Rue de la Caisse d'épargne BP 10071, 80201 Péronne Cedex Téléphone : 03 22 84 38 43",https://fr-fr.facebook.com/stephane.demilly.1/|http://www.stephane-demilly.org,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267241,https://www.nosdeputes.fr/stephane-demilly
718780,Trastour-Isnart,Laurence,F,06,6,LR,laurence.trastour-isnart@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|15 Avenue de l'Hôtel de ville 06800 Cagnes-sur-Mer Téléphone : 04 93 22 94 44",https://twitter.com/trastour2017|https://fr-fr.facebook.com/trastour2017/|http://www.laurence-trastour-isnart.fr|http://www.laurencetrastour2017.fr,trastour2017,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718780,https://www.nosdeputes.fr/laurence-trastour-isnart
267735,Ganay (de),Claude,H,45,3,LR,claude.deganay@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP|Permanence parlementaire 7 Rue du Maréchal Foch 45600 Sully-sur-Loire Téléphone : 02 38 31 71 62",https://fr-fr.facebook.com/claudedeGanay/|https://twitter.com/Cdganay|http://www.claudedeganay.fr,Cdganay,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267735,https://www.nosdeputes.fr/claude-de-ganay
722336,Thiébaut,Vincent,H,67,9,LREM,vincent.thiebaut@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/VincentThiebaut|https://fr-fr.facebook.com/VincentThiebautDepute/,VincentThiebaut,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722336,https://www.nosdeputes.fr/vincent-thiebaut
2449,Pont,Jean-Pierre,H,62,5,LREM,jean-pierre.pont@assemblee-nationale.fr,jppontdepute@orange.fr,,11 Rue Faidherbe 62200 Boulogne-sur-mer Téléphone : 03 91 21 88 49|Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP,http://www.jeanpierrepont.fr|https://twitter.com/JeanPierrePont|https://www.facebook.com/Pont.Jean.Pierre,JeanPierrePont,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA2449,https://www.nosdeputes.fr/jean-pierre-pont
642788,Véran,Olivier,H,38,1,LREM,contact@olivier-veran.fr,olivier.veran@assemblee-nationale.fr,,Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP Téléphone : 01.40.63.52.31,https://twitter.com/olivierveran|http://www.olivier-veran.fr|https://fr-fr.facebook.com/olivier.veran.90/|http://www.veran2017.fr,olivierveran,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642788,https://www.nosdeputes.fr/olivier-veran
722300,Khedher,Anissa,F,69,7,LREM,anissa.khedher@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://anissakhedher.en-marche.fr|https://twitter.com/Anissa_Khedher|https://www.facebook.com/anissakhedher,Anissa_Khedher,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722300,https://www.nosdeputes.fr/anissa-khedher
266793,Bony,Jean-Yves,H,15,2,LR,jybony@orange.fr,jean-yves.bony@assemblee-nationale.fr,,"Permanence parlementaire, 4 Rue Fernand Talandier 15200 Mauriac Téléphone : 04 71 68 37 87|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 35 Rue Sorel BP 94 15100 Saint Flour Téléphone : 04 71 60 21 80",,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA266793,https://www.nosdeputes.fr/jean-yves-bony
266776,Reiss,Frédéric,H,67,8,LR,reiss.depute@wanadoo.fr,frederic.reiss@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 12 Allée des Peupliers 67160 Wissembourg Téléphone : 03 88 54 81 00",http://www.fredericreiss.net,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA266776,https://www.nosdeputes.fr/frederic-reiss
719108,Gérard,Raphaël,H,17,4,LREM,raphael.gerard@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 43 Rue Sadi Carnot 17500 Jonzac Téléphone : 05.46.49.77.02",https://twitter.com/RaphaelGerard17|https://fr-fr.facebook.com/RaphaelGerardDepute17/|http://www.raphaelgerard.fr|http://raphaelgerard.en-marche.fr,RaphaelGerard17,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719108,https://www.nosdeputes.fr/raphael-gerard
720822,Bilde,Bruno,H,62,12,NI,bruno.bilde@assemblee-nationale.fr,,,"Permanence parlementaire 131 Bis Rue Jean-Baptiste Défernez 62800 Liévin|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://deputes-fn.fr|https://twitter.com/BrunoBilde|https://www.facebook.com/BildeBruno,BrunoBilde,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720822,https://www.nosdeputes.fr/bruno-bilde
721226,Rubin,Sabine,F,93,9,LFI,sabine.rubin@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/insoumis9309/|https://twitter.com/SabineRubinFI93,SabineRubinFI93,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721226,https://www.nosdeputes.fr/sabine-rubin
721202,Coquerel,Éric,H,93,1,LFI,eric.coquerel@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/eric.coquerel.1/|https://twitter.com/ericcoquerel|http://www.eric-coquerel.fr,ericcoquerel,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721202,https://www.nosdeputes.fr/eric-coquerel
720354,Jacques,Jean-Michel,H,56,6,LREM,jean-michel.jacques@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://jeanmicheljacques.fr|https://twitter.com/J_M_Jacques,J_M_Jacques,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720354,https://www.nosdeputes.fr/jean-michel-jacques
722126,Chiche,Guillaume,H,79,1,LREM,guillaume.chiche@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/guillaume.chiche/|https://twitter.com/GuillaumeChiche|http://www.guillaumechiche.fr|https://fr-fr.facebook.com/GCHICHE2017,GuillaumeChiche,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722126,https://www.nosdeputes.fr/guillaume-chiche
722292,Rudigoz,Thomas,H,69,1,LREM,thomas.rudigoz@assemblee-nationale.fr,trudigoz2017@gmail.com,,"Permanence parlementaire 8 Rue François Vernay 69005 Lyon Téléphone : 04.72.00.52.03|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.67.63",https://fr-fr.facebook.com/thomas.rudigoz/|https://twitter.com/trudigoz,trudigoz,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722292,https://www.nosdeputes.fr/thomas-rudigoz
719858,Limon,Monique,F,38,7,LREM,monique.limon@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/moniquelimonlegislatives2017/|http://www.monique-limon-deputee.fr|https://twitter.com/3807Limon,3807Limon,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719858,https://www.nosdeputes.fr/monique-limon
333285,Garot,Guillaume,H,53,1,SOC,guillaume.garot@assemblee-nationale.fr,permanence@garot.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 22 Rue Souchu-Servinière, 53000 Laval Téléphone : 02 43 01 03 05",http://www.guillaume-garot.fr|https://fr-fr.facebook.com/guillaumegarot.fr/|https://twitter.com/guillaumegarot,guillaumegarot,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA333285,https://www.nosdeputes.fr/guillaume-garot
719396,Larsonneur,Jean-Charles,H,29,2,LREM,jean-charles.larsonneur@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|28 Boulevard Gambetta 29200 Brest",http://www.jeancharleslarsonneur.fr|https://fr-fr.facebook.com/jeancharleslarsonneur/|https://twitter.com/JCLarsonneur,JCLarsonneur,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719396,https://www.nosdeputes.fr/jean-charles-larsonneur
719558,Balanant,Erwan,H,29,8,MODEM,erwan.balanant@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence (sur rendez-vous) 40 Rue Bayard 29900 Concarneau Téléphone : 02 98 53 89 35 Téléphone : 07 89 95 46 38",http://www.erwanbalanant.com|http://manufactureimg.tumblr.com|https://twitter.com/erwanbalanant,erwanbalanant,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719558,https://www.nosdeputes.fr/erwan-balanant
346054,Maquet,Emmanuel,H,80,3,LR,emmanuel.maquet@assemblee-nationale.fr,,,"Permanence 2 Rue de la rose des vents 80130 Friville-Escarbotin Téléphone : 03 22 30 15 35|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.emmanuelmaquet.fr|http://www.emmanuel-maquet.fr|https://twitter.com/emmanuel_maquet,emmanuel_maquet,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA346054,https://www.nosdeputes.fr/emmanuel-maquet
721270,Peu,Stéphane,H,93,2,GDR,stephane.peu@assemblee-nationale.fr,stephane.peu@ville-saint-denis.fr,,"Hôtel de ville 2 Place Victor Hugo 93200 Saint-Denis Téléphone : 01 49 33 66 66|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/stephanepeu/|https://twitter.com/stephane1peu|http://www.stephanepeu.fr|http://stephanepeu2017.fr|http://www.stephanepeu.com,stephane1peu,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721270,https://www.nosdeputes.fr/stephane-peu
720326,Hammouche,Brahim,H,57,8,MODEM,brahim.hammouche@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence parlementaire 15 Rue Charles de Gaulle 57290 Sérémange-Erzange Téléphone : 03.82.52.52.41",http://www.hammouche.fr|https://twitter.com/BHammouche5708|https://www.facebook.com/Brahim-Hammouche-En-MarcheMoDem-Moselle-8-1119428938162720,BHammouche5708,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720326,https://www.nosdeputes.fr/brahim-hammouche
609520,Pompili,Barbara,F,80,2,LREM,barbara.pompili@assemblee-nationale.fr,permanence@barbarapompili.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP Téléphone : 0140632517|2 Rue Saint-Leu 80000 AMIENS",http://barbarapompili.fr|https://fr-fr.facebook.com/pompilibarbara/|https://twitter.com/barbarapompili|http://www.barbarapompili2017.fr|http://developpement-durable.gouv.fr,barbarapompili,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609520,https://www.nosdeputes.fr/barbara-pompili
267330,Zumkeller,Michel,H,90,2,UAI,michel.zumkeller@wanadoo.fr,michel.zumkeller@assemblee-nationale.fr,,"Permanence parlementaire, 9 Faubourg de Lyon, 90000 Belfort Téléphone : 03 84 90 15 10|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.michelzumkeller.fr|https://twitter.com/MichelZumkeller,MichelZumkeller,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267330,https://www.nosdeputes.fr/michel-zumkeller
719170,Charvier,Fannette,F,25,1,LREM,fannette.charvier@assemblee-nationale.fr,,,"7 Rue des artisans 25000 Besançon Téléphone : 0381412469|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.fannettecharvier.com|https://fr-fr.facebook.com/FannetteCharvier/|https://twitter.com/F_Charvier|http://www.fanettecharvier.fr,F_Charvier,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719170,https://www.nosdeputes.fr/fannette-charvier
720386,Di Filippo,Fabien,H,57,4,LR,fabien.difilippo@assemblee-nationale.fr,fabiendifilippo@gmail.com,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720386,https://www.nosdeputes.fr/fabien-di-filippo
609726,Aubert,Julien,H,84,5,LR,contact@julienaubert.fr,julien.aubert@assemblee-nationale.fr,,Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP|Permanence parlementaire 202 Avenue du Mont Ventoux BP 70045 84200 Carpentras Téléphone : 04 90 67 94 12,http://www.julienaubert.fr,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609726,https://www.nosdeputes.fr/julien-aubert
720214,Kuric,Aina,F,51,2,LREM,aina.kuric@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP|Permanence 2 Rue de l'Étape 51100 Reims Téléphone : 03 26 36 74 50",https://fr-fr.facebook.com/ainakuric51/|https://twitter.com/ainakuric|http://www.ainakuric.fr|http://ainakuric.en-marche.fr|https://fr-fr.facebook.com/ainakuric2017,ainakuric,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720214,https://www.nosdeputes.fr/aina-kuric
722030,Bournazel,Pierre-Yves,H,75,18,UAI,pyb18@hotmail.fr,pierre-yves.bournazel@assemblee-nationale.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/pybournazel|https://fr-fr.facebook.com/PierreYvesBournazel/|http://bournazel2020.fr,pybournazel,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722030,https://www.nosdeputes.fr/pierre-yves-bournazel
609245,Lacroute,Valérie,F,77,2,LR,valerie.lacroute@ville-nemours.fr,valerie.lacroute@assemblee-nationale.fr,,202 Rue Grande 77300 Fontainebleau|Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP,https://twitter.com/VLacroute|http://www.valerie-lacroute.fr|https://fr-fr.facebook.com/Valerie-Lacroute-475468509260044/,VLacroute,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609245,https://www.nosdeputes.fr/valerie-lacroute
609590,Rabault,Valérie,F,82,1,SOC,valerie.rabault@assemblee-nationale.fr,,,"Permanence 54 Rue de la République 82000 Montauban Téléphone : 05 63 20 87 62|Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP",http://www.valerierabault.fr|https://twitter.com/Valerie_Rabault|https://fr-fr.facebook.com/ValerieRabault82,Valerie_Rabault,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609590,https://www.nosdeputes.fr/valerie-rabault
720116,Brunet,Anne-France,F,44,3,LREM,anne-france.brunet@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://annefrancebrunet.fr|https://www.facebook.com/BrunetAF|https://twitter.com/AFBrunet_4403,AFBrunet_4403,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720116,https://www.nosdeputes.fr/anne-france-brunet
719286,Colombani,Paul-André,H,2A,2,LT,paul-andre.colombani@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/pacolombani|https://www.wmaker.net/pacolombani|https://www.paulandrecolombani.corsica,pacolombani,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719286,https://www.nosdeputes.fr/paul-andre-colombani
719310,Lavergne (de),Célia,F,26,3,LREM,celia.delavergne@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/CdLavergne|http://www.celiadelavergne.fr|https://fr-fr.facebook.com/celiadeputee2017/|http://celiadelavergne2017.fr|https://www.facebook.com/celiadelavergne,CdLavergne,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719310,https://www.nosdeputes.fr/celia-de-lavergne
720692,Roussel,Fabien,H,59,20,GDR,fabien.roussel@assemblee-nationale.fr,contact@rousselfabien.com,,"4 Rue Jean Jaurès 59860 Bruay-sur-l'Escaut|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://rousselfabien.com|https://twitter.com/Fabien_Rssl|https://fr-fr.facebook.com/Roussel2015/|http://www.rousselfabien.fr,Fabien_Rssl,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720692,https://www.nosdeputes.fr/fabien-roussel
719592,Simian,Benoit,H,33,5,LREM,benoit.simian@assemblee-nationale.fr,,,"Permanence parlementaire 17-19 Avenue de Bordeaux Drayton Square 33340 Lesparre-Médoc|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://benoitsimian.fr|https://twitter.com/BenoitSimian|http://benoitsimian.en-marche.fr|https://facebook.com/benoit.simian,BenoitSimian,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719592,https://www.nosdeputes.fr/benoit-simian
721466,Le Gendre,Gilles,H,75,2,LREM,gilles.le.gendre@assemblee-nationale.fr,gilles.legendre@en-marche.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/GillesLeGendre|http://www.gilleslegendre.fr|http://glg2017.fr,GillesLeGendre,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721466,https://www.nosdeputes.fr/gilles-le-gendre
719756,Cloarec-Le Nabour,Christine,F,35,5,LREM,Christine.Cloarec-lenabour@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.94.02",http://www.christinecloarec.fr|https://twitter.com/ChrisCloarec,ChrisCloarec,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719756,https://www.nosdeputes.fr/christine-cloarec
720996,El Guerrab,M'jid,H,999,9,LT,mjid.elguerrab@assemblee-nationale.fr,contact@mjidelguerrab.fr,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://fr-fr.facebook.com/mjidelguerrab/|http://mjidelguerrab.fr,,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720996,https://www.nosdeputes.fr/m-jid-el-guerrab
336439,Clément,Jean-Michel,H,86,3,LT,jean-michel.clement@assemblee-nationale.fr,,,"Permanence Place du Champ de Foire BP 25 86160 Gençay Téléphone : 05 49 03 16 38|Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01.40.63.73.31",https://fr-fr.facebook.com/jeanmichel.clement.3/|https://twitter.com/jmclement86|http://www.jeanmichelclement.com,jmclement86,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA336439,https://www.nosdeputes.fr/jean-michel-clement
720892,Panot,Mathilde,F,94,10,LFI,mathilde.panot@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",https://twitter.com/mathildepanot|https://fr-fr.facebook.com/MathildePanotFI/|https://lafranceinsoumise.fr,mathildepanot,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720892,https://www.nosdeputes.fr/mathilde-panot
721344,Bonnell,Bruno,H,69,6,LREM,bruno.bonnell@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP",http://www.brunobonnell-villeurbanne.fr|https://twitter.com/BrunoBonnellOff|https://fr-fr.facebook.com/Bruno.Bonnell/,BrunoBonnellOff,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721344,https://www.nosdeputes.fr/bruno-bonnell
608172,Pires Beaune,Christine,F,63,2,SOC,permanence@christinepiresbeaune.fr,christine.piresbeaune@assemblee-nationale.fr,,Permanence parlementaire 8 Ter Avenue de Virlogeux 63200 Riom Téléphone : 04 73 63 55 61|Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP Téléphone : 01 40 63 71 67,https://fr-fr.facebook.com/CPiresBeaune2017/|https://twitter.com/cpiresbeaune|http://www.christinepiresbeaune.fr|http://www.cpb2017.fr,cpiresbeaune,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608172,https://www.nosdeputes.fr/christine-pires-beaune
606675,André,François,H,35,3,LREM,francois.andre@assemblee-nationale.fr,,,Assemblée nationale 126 Rue de l'Université 75355 Paris 07 SP Téléphone : 01 40 63 31 56|2 Avenue du Languedoc 35000 Rennes Téléphone : 02 99 33 03 92 Télécopie : 02 99 33 03 95,http://www.francoisandre.fr|https://twitter.com/FrancoisAndre35,FrancoisAndre35,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606675,https://www.nosdeputes.fr/francois-andre
721150,Holroyd,Alexandre,H,999,3,LREM,alexandre.holroyd@assemblee-nationale.fr,,,"Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP Téléphone : 01 40 63 68 16",http://www.alexandre-holroyd.fr|https://twitter.com/alexIholroyd,alexIholroyd,http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721150,https://www.nosdeputes.fr/alexandre-holroyd
